,Category,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Governing Law,Notice to terminate renewal,Exact_Law,Exclusivity,Post-Termination Services,Discrepancy,Notice to Terminate Renewal,Unnamed: 14,Unnamed: 15,Filename
65,Development,['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],"['Sekisui', 'Qualigen, Inc. and its Affiliates', 'Qualigen', 'Sekisui Diagnostics, LLC and its Affiliates']","['May 1, 2016']",[],"['The initial term of this Agreement shall commence on the Effective Date and shall continue for a period of five (5) years unless earlier terminated pursuant to Section 14 hereof (the ""Term"").']",['The initial term of this Agreement and any renewal term thereof shall be automatically extended at the end of the initial term and any renewal term thereof for an additional one (1) year period unless either Party notifies the other Party not less than six (6) months before the end of the then in effect term of its intent to terminate this Agreement.'],International Law,,"'Civil Law' would be the most appropriate governing law for this agreement, considering that 'International Law' is too broad a category and this contract involves multiple parties from different jurisdictions. Moreover, specific contract, commercial, or consumer protection laws may be integrated within a civil law framework.","['Qualigen hereby appoints Sekisui, and Sekisui accepts the appointment to act on an exclusive basis pursuant to the terms and conditions of this Agreement, as a distributor for the sale of the Products in the Territory.', ""Qualigen shall supply Sekisui with all of Sekisui's commercial requirements for the Product in the Applicable Markets."", 'Sekisui shall purchase the Products exclusively from Qualigen, and Qualigen shall supply the Products exclusively to Sekisui, in each case for the Territory.']","['Upon the expiration or termination of the Term (other than in connection with a Sale Transaction in which Sekisui acquires Qualigen), Sekisui shall cooperate in permitting Qualigen to offer to rehire any Sekisui sales representatives who are primarily responsible for selling the Products. A sales person ""primarily responsible for selling the Products"" is one that spends more than half of his or her time and receives more than half of his or her commission based compensation based on sales of the Products.']",,['The initial term of this Agreement and any renewal term thereof shall be automatically extended at the end of the initial term and any renewal term thereof for an additional one (1) year period unless either Party notifies the other Party not less than six (6) months before the end of the then in effect term of its intent to terminate this Agreement'],,,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.pdf
66,Development,['Mobile Application Development Agreement'],"['VAL', 'VGrab Asia Ltd.', 'Mr. Zheng Qing, Mr. Gu Xianwin and Ms. Chen Weijie']","['5th Day of March, 2019']",['This Agreement shall commence on 5th March 2019'],"['This Agreement commences on the date it is executed and shall continue until full performance by both parties, or until earlier terminated by one party under the terms of this Agreement.', 'This Agreement will be for the maximum period of six (6) months beginning for the commencement date, renewable in accordance with the terms hereof, unless earlier terminated pursuant to this Agreement.']",[],International Law,,International Law,[],[],"Yes, there is a discrepancy in the Expiration Date. The first statement indicates that the agreement continues until full performance or earlier termination, while the second statement sets a maximum period of six months, renewable unless earlier terminated. It would be beneficial to clarify which applies or how they coexist. The Renewal Term, Notice to terminate renewal, Exclusivity, and Post-Term",[],,,VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement.pdf
67,IP,['INTELLECTUAL PROPERTY AGREEMENT'],"['Armstrong Flooring, Inc.', 'Buyer', '""Licensing"" and together with Seller, ""Arizona"")', 'AHF Holding, Inc.', 'AFI Licensing LLC', 'Seller', 'formerly known as Tarzan HoldCo, Inc.)', 'Armstrong Hardwood Flooring Company', 'each of Arizona on the one hand and the Buyer Entities on the other hand, a ""Party"" and collectively, the ""Parties"").', '(the ""Company"" and together with Buyer the ""Buyer Entities""']","['December 31, 2018']","['December 31, 2018']","['Unless earlier terminated pursuant to the provisions hereof, the term of this Agreement and the licenses and other grants of rights (and related obligations) under this Agreement shall (i) with respect to the Arizona Licensed Trademarks, be for the Arizona Trademark License Term, (ii) with respect to the Diamond Licensed Trademarks, be for the Diamond Trademark License Term, (iii) with respect to the Phase- Out Marks, be for the term set forth in Section 6.6, and (iv) with respect to Copyrights, Know-How and Patents, be in perpetuity.']",[],International Law,,,[],[],,[],,,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
68,Endorsement,['ENDORSEMENT AGREEMENT'],"[""Papa John's Marketing Fund, Inc"", ""Papa John's International, Inc."", 'ABG-Shaq, LLC', 'ABG', 'PJI', 'PJMF', 'PJMF and PJI are, individually and collectively, ""PAPA JOHN\'S""']","['March 15, 2019']","['March 15, 2019']","['Unless earlier terminated in accordance with the provisions hereof, the initial term of this Agreement (""Term"") is the Effective Date through March 15, 2022.']","[""The Agreement may be extended for one (1) year upon the parties' mutual agreement in writing, it being specifically understood the services to be performed by CELEBRITY (on behalf of ABG) and remuneration to ABG in connection with the same shall be negotiated in good faith.""]",International Law,,'Civil Law',"[""Subject to the terms contained herein, PAPA JOHN'S and ABG agree and acknowledge that during the Term of this Agreement and for one (1) year thereafter, ABG shall be prohibited from granting any rights for CELEBRITY identical or similar to the rights granted to PAPA JOHN'S hereunder to any entity other than PAPA JOHN'S for the purpose of directly promoting, advertising, making an appearance on behalf of, or endorsing Competitive Products; provided, however, that in the event this Agreement is terminated pursuant to Section 7.B. of this Agreement, the prohibition referenced above shall be for a period of six (6) months, except that the prohibition shall referenced above shall not apply (or shall immediately cease to apply, as applicable) in the event of any one or more of the following: (i) the Agreement is terminated due to PAPA JOHN'S failure to pay to ABG any monies under this Agreement, as set forth herein, (ii) the Agreement is terminated due to PAPA JOHN'S failure to grant, issue, or cause to vest any of the RSUs (as hereinafter defined) under this Agreement, as set forth herein, (iii) PAPA JOHN'S failure to pay to ABG any monies under Section 7.D.a. or Section 7.D.b. of this Agreement, as set forth herein, or (iv) PAPA JOHN'S failure to grant, issue, or cause to vest any of the RSUs under Section 7.E.a. or Section 7.E.b. of this Agreement, as set forth herein.""]","['If this Agreement is terminated by ABG for any of the reasons provided in Section 7.B. above, then CELEBRITY shall be entitled to immediately vest in all of the RSUs for the eighteen (18) months following the effective date of termination (including, without limitation, any balance of unvested RSUs that were due to vest as of the effective date of termination, in addition to any and all of the RSUs that would have vested during the next eighteen (18) months but for the termination); provided, however, that in the event there is less than eighteen (18) months remaining in the Term as of the effective date of such termination, then any and all of the balance of the RSUs shall vest immediately as of the effective date of termination.', ""Upon expiration or termination of this Agreement by PAPA JOHN'S (but not in the event of termination by ABG), and subject to PAPA JOHN'S ongoing compliance with the terms and conditions of this Agreement, PAPA JOHN'S shall have the following rights to use the Celebrity Endorsement solely as follows: (i) for a period of six (6) months following the effective date of expiration or termination, PAPA JOHN'S shall have the right to continue to use, display and distribute copies of Materials which bear the Celebrity Endorsement and which were printed and published, or irrevocably booked for publication or display with a third party, prior to the effective date of expiration or termination; and (ii) PAPA JOHN'S shall have the right, without restriction, to the in-house, non-commercial use of any Materials.""]","The provided contract details mention 'International Law' as the governing law, which is not a specific law but a broad category. The contract should specify a particular civil code or legislation that will govern the agreement. Additionally, the 'Notice to terminate renewal' field is empty, suggesting either an oversight or the absence of a specific termination notice requirement for the renewal term.",[],,,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf
69,Franchise,['SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT'],"['Member', '___________________________', 'Franchisee']","['this  _____ day of _________, 20___']",[],[],[],International Law,,,[],[],"There are several missing details in the provided contract, which may not be discrepancies but rather incomplete information. These include the lack of specificity regarding the governing international law, the absence of dates for the effective date, expiration date, and renewal term, as well as the lack of information on exclusivity, post-termination services, and notice to terminate renewal. It is recommended to fill in these details",[],,,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.pdf
70,Franchise,['FORM OF FRANCHISE AGREEMENT'],"['Pizza Fusion Holding, Inc.', '""You"" and ""your"" refers to the Franchisee.', 'the individual or legal entity identified on the cover page', '""we,"" ""us"" and ""our"" refers to Pizza Fusion Holding, Inc., the franchisor', 'Franchisee']",[],[],"['This Agreement expires ten (10) years from the Agreement Date (the ""Term""), unless it is terminated sooner as provided in other sections of this Agreement.']","['When this Agreement expires, you will have the option to continue the franchise relationship with us for two (2) additional terms of ten (10) years each.']",International Law,,,[],"['We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement.', 'Your lease (or rider to a lease) must include provisions that will: (a) Allow us the right to elect to take an assignment of the leasehold interest upon termination or expiration of your rights under this Agreement, and that allow us (or our designee) to operate a ""Pizza Fusion"" restaurant upon the premises for the remaining term of the lease or sublease; (b) Require the lessor to provide us with a copy of any written notice of deficiency under the lease sent to you, at the same time as notice is given to you (as the lessee under the lease), and which grants to us the right (but not obligation) to cure any deficiency by you under the lease within fifteen (15) business days after the expiration of the period in which you had to cure any such default should you fail to do so;<omitted>(c) Recognize your right to display and use the Proprietary Marks in accordance with the specifications required by the Manual, subject only to the provisions of applicable law; (d) Require that the premises be used solely for the operation of a Franchised Business; and (e) Acknowledge that, if this Agreement is terminated or expires (without you renewing your franchise rights): (i) you must take certain steps to de-identify the location as a Pizza Fusion Restaurant; and (ii) lessor will cooperate with us in enforcing your obligation to de-identity, including allowing us, our employees and/or agents to enter the premises and remove signs, décor and materials that bear or display our Proprietary Marks, designs, or logos.', 'You agree that, at our option, you will sell to us any or all your assets used to operate the Franchised Business (including equipment, fixtures, furnishings, Delivery Vehicles, supplies, and inventory) that we ask in writing to purchase.', 'If we do not elect or are unable to exercise our option to acquire, or to acquire the lease or sublease for the Premises, you must make such modifications or alterations to the premises operated hereunder (including, without limitation, the changing of the telephone number) immediately upon termination or expiration of this Agreement as may be necessary to distinguish the appearance of the Premises from that of other Restaurants under the System, and such specific additional changes as we may reasonably request for that purpose.']",,[],,,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf
71,Development,['SOFTWARE DEVELOPMENT AGREEMENT'],"['Pelican Delivers Inc.', 'DOT COM LLC, OBA Seattle Software Developers', 'Client', '(Developer and Client are individually referred to herein as a Party, and collectively as the Parties', 'Developer']","['December 3rd, 2018 (']","['December 3rd, 2018']","[""Unless otherwise provided herein, this Agreement will commence on the Effective Date and continue through the completion or termination of Developer's services and work product as mutually agreed upon between the Parties (the Project).""]",[],International Law,,,[],"['If elected pursuant to the Agreement, Developer will provide Client Termination Assistance Services at an hourly rate of $[125.00 per hour].', 'In the event of a termination or expiration of this Agreement or any SOW for any reason, developer will, as requested by and at additional cost to Client, provide up to three (3) months of Fee billable assistance (collectively, the Termination Assistance Services) in transitioning from Developer to an alternative software service provider including, without limitation, the following: (a) knowledge transfer regarding the operation, use, and support of the subject Program; return of all documentation containing Content, Marks, Procedures a d Confidential Information in a format reasonably specified by Client and assistance with data migration to an alternative solution; and (c) any related additional services as requested by Client.']",,[],,,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.pdf
72,Development,"['Software Development Agreement', 'STATEMENT OF WORK - APPENDIX A']","['Developer', 'Client', 'SEATTLE SOFTWARE DEVELOPERS, Inc.', 'PELICAN DELIVERS INC.']",[],[],[],[],International Law,,International Law,[],[],"Yes, there are several discrepancies in the provided details.",[],,,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.pdf
73,Maintenance,['Amendment n° 01   to the Global Maintenance Agreement ref. DS/C-3957/14 Issue 7'],"['Hereinafter individually referred to as the ""Party"" or collectively as the ""Parties""', 'AZUL LINHAS AÉREAS BRASILEIRAS S/A', 'AVIONS DE TRANSPORT REGIONAL, G.I.E', 'AZUL', 'ATR', '""Repairer\'', 'Company']","['January 6th, 2016']","['This Amendment shall enter into force on the date of its signature by both Parties and, unless otherwise agreed upon in writing by the Parties through a subsequent amendment to the GMA, shall remain in force for the term of the referenced GMA.<omitted>January 6th, 2016']","['This Amendment shall enter into force on the date of its signature by both Parties and, unless otherwise agreed upon in writing by the Parties through a subsequent amendment to the GMA, shall remain in force for the term of the referenced GMA.']",[],International Law,,'Civil Law' or specific International Law mentioned in the contract,[],[],,[],,,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf
74,Maintenance,['GLOBAL MAINTENANCE AGREEMENT ('],"['the ""Repairer""or ""ATR"",', 'Hereinafter individually referred to as the ""Party"" or collectively as the ""Parties"", as the context requires.', 'AZUL LINHAS AÉREAS BRASILEIRAS S/A', '""Company"" or ""AZUL"",', 'AVIONS DE TRANSPORT REGIONAL']",['March 9th 2015'],[],"['The Agreement shall end on the End Date without any further action, unless otherwise provided under this Agreement.', '""End Date""\n\n\n\nmeans the date on which this Agreement is terminated or expires, and shall be the earlier to occur of the following, as appropriate:   (i) the end of the Initial Term as defined in Clause 3.1of this Agreement; or,   (ii) the end of the term of each annual renewal of this Agreement as per Clause 3.2 of this Agreement; or,   (iii) the date on which all or part of this Agreement is terminated as per Clause 16 (""Termination"");', 'The Agreement enters into force on the Signing Date; it will have a duration of [*****] as from the Start Date (the ""Initial Term"").']","['Upon expiry of the Initial Term, this Agreement [*****] unless a Notice of non-renewal is given by either Party to the other Party [*****] prior to the expiry of the Initial Term or the end of a renewal period, if any.']",International Law,,'International Law',"['Each Item listed in Exhibit 3 (""Main Elements covered under this Agreement"") and Exhibit 6 (""LRUs covered by repair and standardexchange Services"") withdrawn from the Stock and used by the Company shall be exclusively repaired by the Repairer.']",[],The 'Effective Date' and the details regarding the 'Initial Term' are incomplete. The 'Renewal Term' has missing information about the notice period for non-renewal. There is no information about 'Post-Termination Services'.,"['Upon expiry of the Initial Term, this Agreement [*****] unless a Notice of non-renewal is given by either Party to the other Party [*****] prior to the expiry of the Initial Term or the end of a renewal period, if any.']",,,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf
75,Maintenance,"['Customization Schedule', 'Software License, Customization and Maintenance Agreement']","['<<enter Company Name>>', 'Bank of America', 'Supplier', 'Bank of America, N.A.']",[],[],[],[],International Law,,International Law,[],[],There are several discrepancies in the provided details.,[],,,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2.pdf
76,Maintenance,"['SCHEDULE TO Software License, Customization and Maintenance Agreement']","['Bank of America', 'Bank of America, N. A', 'Cardlytics, Inc.', 'Supplier']",['3/4/11'],"['March 3, 2011']",[],[],International Law,,International Law,[],[],,[],,,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3.pdf
77,Maintenance,"['Software License, Customization and Maintenance Agreement', 'Product License Schedule']","['Cardlytics,', 'Bank of America', 'Supplier', 'Bank of America, N.A.']",[],[],['The first paid (Initial) Maintenance Term shall commence upon expiration of the Warranty Period and shall continue for twelve (12) months thereafter.'],"['Thereafter, the Maintenance Term shall automatically renew for successive period, 12 months, on the terms and conditions of this Agreement unless Bank of America terminates Maintenance Services pursuant to this Agreement.']",International Law,,,[],[],,[],,,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.pdf
78,Maintenance,"['Software License, Customization and Maintenance Agreement']","['Bank of America', 'Cardlytics, Inc.', 'Supplier', 'Bank of America, N.A.']",['11/4/10'],['11/4/10'],"['This Agreement shall apply and remain in effect from the Effective Date and perpetually thereafter unless terminated pursuant to the Section entitled ""Termination.""']",[],International Law,,,[],"[""In the event of expiration or termination of this Agreement, an Order or of Maintenance Services under this Agreement, Supplier agrees that upon the request of Bank of America, Supplier will, at no additional cost to Bank of America and through the period of paid up Maintenance Services, continue uninterrupted operations, conclude and cooperate with Bank of America in the transition of the business at Bank of America's direction and in a manner that causes no material disruption to Bank of America business and operations."", ""At all times during the Term, upon request from Bank of America and upon termination of this Agreement for any reason, Supplier shall provide immediately to Bank of America the then-current version of any Work Product in Supplier's possession."", 'In no event shall the transition exceed one hundred eighty [180] calendar days from the date of termination unless the Parties otherwise agree in writing.']",,[],,,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf
79,Strategic Alliance,['Strategic Alliance Agreement'],"['ChipMOS TECHNOLOGIES INC.', 'ChipMOS and Tsinghua Unigroup shall collectively be referred to as the ""Parties.""', 'Tsinghua Unigroup', 'Tsinghua Unigroup Ltd.', 'ChipMOS']","['11th day of December, 2015']",[],"['Except as otherwise provided herein, the term of this Agreement is three (3) years from the Execution Date (""Cooperation Period"").']",['The Parties may negotiate for an extension of this Agreement six (6) months before the expiration of the Cooperation Period.'],International Law,,International Law,[],[],There are a few discrepancies and missing details in the provided information:,[],,,CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF
80,Strategic Alliance,['Strategic Alliance Agreement'],"['Bravatek Solutions, Inc.', 'COMPANY', 'Bravatek', 'Sibannac, Inc.']","['30th day of November, 2017']",[],"['The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.']","['The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.']",International Law,,,[],[],"The 'Notice to Terminate Renewal' clause is mentioned twice in the provided details with slightly different wordings. The first occurrence does not specify the notice period, while the second one mentions a notice period of 'ninety (90) days prior to expiration of the original term.' This inconsistency can be considered a discrepancy.","['The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew. Such notice must be given ninety (90) days prior to expiration of the original term.']",,,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.PDF"
81,Co_Branding,"['AMENDMENT TO SECTION 2, PART B OF THE CO-BRANDING AGREEMENT']","['PC Quote, Inc.', 'A.B. Watley, Inc.', 'ABW', 'PCQ']","['December 9, 1996']","['December 9, 1996']",[],[],International Law,,International Law,[],[],There are several discrepancies in the provided contract details.,[],,,PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.pdf
82,Co_Branding,['SECOND AMENDMENT TO CO-BRANDING AGREEMENT'],"['ABW', 'A.B. Watley, Inc.', 'PC QUOTE, INC.', 'PCQ']","['23rd day of February, 1998']","['23rd day of February, 1998']",[],[],International Law,,International Law,[],[],There are several discrepancies in the provided contract details.,[],,,PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.pdf
83,Co_Branding,['CO-BRANDING AGREEMENT'],"['PC QUOTE, INC.', 'PCQ', 'This agreement shall apply to said ABW and all of its subsidiaries and related companies.', 'ABW', 'AB Wately, Inc.']","['Oct. 11, 1996']",['The effective date for purposes of this Agreement is the contract date as specified on the signature page of this Agreement.<omitted>10-11-96'],[],[],International Law,,'International Law',[],[],,[],,,PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.pdf
84,Franchise,['GUARANTEES OF MASTER FRANCHISE AGREEMENT'],"['K iosk  Concep t s ,   I nc', 'F ranch i so r', 'Master Franchisee', 'Guarantors']",[],[],[],[],International Law,,,[],[],"Yes, there are several discrepancies in the provided details.",[],,,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.pdf
85,Franchise,['Attachment C to Master Franchise Agreement   MULTI-STATE ADDENDUM   CALIFORNIA APPENDIX'],[],[],[],[],[],International Law,,This contract is governed by International Law.,[],[],,[],,,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.pdf
86,Franchise,['MASTER FRANCHISE AGREEMENT'],"['we', 'you', 'our', 'The Grilled Cheese Truck, Inc.', 'your', 'Master Franchisee', 'us', 'Kiosk Concepts, Inc.']","['_____ day of __________________, 2015']","['_____ day of __________________, 2015']","['The initial term of this Agreement shall commence upon the Effective Date and shall expire ten (10) years from the Effective Date, unless sooner terminated under the terms of this Agreement.']","['You shall have the option to renew the term of this Agreement, on the terms and conditions set forth in this Agreement, for four (4) additional ten (10) year terms, upon written notice given by you to us not less than six (6) months nor more than twelve (12) months prior to the scheduled expiration date of the term then in effect, provided that each of the following conditions are satisfied:   3.2.1 You shall not be in default of any provision of this Agreement, or any other agreement between you and us or our affiliates, or any standards set forth in the Manuals, and you shall have complied with all the terms and conditions of this Agreement, the Manuals and any other agreements during the term of this Agreement.   3.2.2 You shall have satisfied all monetary obligations owed by you to us and our affiliates, and shall have timely met those obligations throughout the term of this Agreement.   3.2.3 You shall, at our option, execute our then-current form of Master Franchise Agreement and any addenda thereto for the renewal term, which renewal agreement shall supersede this Agreement in all respects, and the terms of which, including, without limitation, continuing fees payable to us, may differ materially and be less advantageous to you than the terms of this Agreement.   3.2.4 You shall comply with our then-current qualification and training requirements.   3.2.5 You shall pay us a renewal fee in the sum of Ten Thousand Dollars ($10,000) for the right to renew this Agreement.   3.2.6 You shall execute a general release, in a form prescribed by us, of any and all claims which you may have or believe to have against us and/or our affiliates and our respective officers, directors, agents and employees, whether the claims are known or unknown, which are based on, arise from or relate to this Agreement or the Franchised Business, as well as claims, known or unknown, which are not based on, do not arise from or do not relate to this Agreement or the Franchised Business, but which relate to other franchise agreements, Franchised Businesses and other agreements between us or our affiliates and you which arose on or before the date of the general release, including, without limitation, all obligations, liabilities, demands, costs, expenses, damages, claims, actions and causes of action, of whatever nature, character or description, arising under federal, state and local laws, rules and ordinances (provided, however, that all rights enjoyed by you and any causes of action arising in your favor from the provisions of Article 33 of the New York General Business Law (""GBL"") and the regulations issued thereunder shall remain in force; it being the intent of this provision that the non-waiver provisions of GBL Sections 687.4 and 687.5 be satisfied).']",International Law,,'Civil Law',"['We will not grant other franchises nor establish our own Unit Franchises within the Master Territory during the term of this Agreement unless you do not meet the Minimum Development Quota.', 'In order to keep your exclusivity, you agree to purchase a minimum of the following:   $170,000.00 of soup from us in 2015 $1,600,00.00 of soup from us in 2016 $3,200,000.00 of soup from us in 2017 $5,000,000.00 of soup from us in 2018 and shall increase 10% each year thereafter.', 'We grant to you, upon the terms and conditions contained in this Agreement, the exclusive right to establish and operate a Franchised Business and a license to use the methods, procedures and products developed by us in the business of selling and servicing Unit Franchises in the territory described on Attachment A attached to this Agreement and incorporated into this Agreement by reference (the ""Master Territory"").']",['You shall take such action as may be necessary to cancel any assumed name registration or equivalent registration obtained by you which contains the Proprietary Marks; and you shall furnish us with evidence satisfactory to us of compliance with this obligation within thirty (30) days after termination or expiration of this Agreement.'],"There is a discrepancy in the soup purchase requirements in the exclusivity clause. The minimum amount of soup that the Master Franchisee must purchase in 2015 is stated as $170,000.00, but in the following years, the amounts are not consistent with a 10% annual increase. In 2016, the amount should be $",[],,,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf
87,Franchise,['ADDENDUM REQUIRED BY THE DEPARTMENT OF LAW OF THE STATE OF NEW YORK'],"['THE GRILLED CHEESE TRUCK, INC.', 'KIOSK CONCEPTS, INC.']","['______ day of ______________, 2015.']",[],[],[],International Law,,International Law,[],[],"Yes, there are several discrepancies in the provided details.",[],,,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.pdf
88,Non_Compete_Non_Solicit,['NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER'],"['GLAMIS GOLD LTD.', 'Glam is', 'Bach of the parties hereto agree that all of their covenants, agreements and obligations hereunder shall extend to and be binding upon and may be enforced against any and  all of their respective subsidiaries and other Affiliates, as well as against the parties themselves,  as the case may be, and that the names of Glamis and Western Copper will herein be deemed to  refer collectively to Glamis and all of its subsidiaries and other Affiliates and to Western Copper  and all of its subsidiaries and other Affiliates, respectively.', 'WESTERN COPPER CORPORATION', 'Western Copper']","['May 3,2006']","['Effective Date means May 3, 200ri or such later date as determined under the  Arrangement Agreement,']",[],[],International Law,,,[],[],"The contract appears to lack essential details such as the Expiration Date, Renewal Term, and Post-Termination Services. Additionally, the 'Notice to terminate renewal' and 'Exclusivity' fields are empty. The Agreement Date and Effective Date seem to be inconsistent, with the Effective Date being dependent on the Arrangement Agreement. These inconsistencies and missing information",[],,,WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF
89,Non_Compete_Non_Solicit,['NON-COMPETITION AGREEMENT AMENDMENT NO. 1'],"['together with its successors and permitted assigns ""Vivint""', 'Each of Vivint Solar and Vivint may also be referred to herein individually as a ""Party"", and collectively as the ""Parties"".', 'VIVINT, INC.', 'together with its successors and permitted assigns, ""Vivint Solar""', 'VIVINT SOLAR, INC.']","['August 16, 2017']",[],"['This Agreement will become effective on the Effective Date, and will continue until the expiration of the ""Sales Term"" as that term is defined in the Sales Dealer Agreement dated as of August 16, 2017 between Vivint and Vivint Solar Developer, LLC (the ""Term"").""']",[],International Law,,,[],[],"The 'Governing Law' stated in the contract is 'International Law'. However, 'International Law' is not a specific governing law that applies to contracts. It is more likely that the parties meant to specify a particular country's civil law, such as 'New York Civil Law' or 'Delaware Civil Law'. Therefore, the 'Governing Law' stated in the contract appears to be",[],,,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.PDF"
90,Non_Compete_Non_Solicit,['NON-COMPETITION AND NON-SOLICITATION AGREEMENT'],"['(""Gulf Houghton""', '""Gulf International"")', 'Quaker Chemical Corporation', '""Gulf Oil"" and, together with Gulf Houghton and Gulf International, the ""Sellers"" and each, a ""Seller"")', 'GOCL Corporation Limited,', 'Gulf Oil Lubricants India, Ltd, a public limited company incorporated in India (""Gulf India""), is executing this Agreement solely for purposes of Section 1(c) [Confidentiality; Non-competition; Non-solicitation].', 'Gulf Oil International Limited,', 'Gulf Houghton Lubricants Ltd.,', '""Buyer"")']","['August 1, 2019']","['August 1, 2019']",[],[],International Law,,'International Law',[],[],,[],,,Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF
